filepath,kanji,meaning
../kanji_images/kanji_静.png,静,quiet
../kanji_images/kanji_斉.png,斉,"adjusted, alike, equal, similar variety of"
../kanji_images/kanji_税.png,税,"tax, duty"
../kanji_images/kanji_脆.png,脆,"brittle, fragile, easy to beat, sentimental, susceptible"
../kanji_images/kanji_隻.png,隻,"vessels, counter for ships, fish, birds, arrows, one of a pair"
../kanji_images/kanji_席.png,席,"seat, mat, occasion, place"
../kanji_images/kanji_惜.png,惜,"pity, be sparing of, frugal, stingy, regret"
../kanji_images/kanji_戚.png,戚,"grieve, relatives"
../kanji_images/kanji_斥.png,斥,"reject, retreat, recede, withdraw, repel, repulse"
../kanji_images/kanji_昔.png,昔,"once upon a time, antiquity, old times"
../kanji_images/kanji_析.png,析,"chop, divide, tear, analyze"
../kanji_images/kanji_石.png,石,stone
../kanji_images/kanji_積.png,積,"volume, product (x*y), acreage, contents, pile up, stack, load, amass"
../kanji_images/kanji_籍.png,籍,"enroll, domiciliary register, membership"
../kanji_images/kanji_績.png,績,"exploits, achievements, unreeling cocoons"
../kanji_images/kanji_脊.png,脊,"stature, height, spine"
../kanji_images/kanji_責.png,責,"blame, condemn, censure"
../kanji_images/kanji_赤.png,赤,red
../kanji_images/kanji_跡.png,跡,"tracks, mark, print, impression"
../kanji_images/kanji_蹟.png,蹟,"remains, traces, footprint"
../kanji_images/kanji_碩.png,碩,"large, great, eminent"
../kanji_images/kanji_切.png,切,"cut, cutoff, be sharp"
../kanji_images/kanji_拙.png,拙,"bungling, clumsy, unskillful"
../kanji_images/kanji_接.png,接,"touch, contact, adjoin, piece together"
../kanji_images/kanji_摂.png,摂,"vicarious, surrogate, act in addition to, take in, absorb"
../kanji_images/kanji_折.png,折,"fold, break, fracture, bend, yield, submit"
../kanji_images/kanji_設.png,設,"establishment, provision, prepare"
../kanji_images/kanji_窃.png,窃,"stealth, steal, secret, private, hushed"
../kanji_images/kanji_節.png,節,"node, season, period, occasion, verse, clause, stanza, honor, joint, knuckle, knob, knot, tune, melody"
../kanji_images/kanji_説.png,説,"opinion, theory, explanation, rumor"
../kanji_images/kanji_雪.png,雪,snow
../kanji_images/kanji_絶.png,絶,"discontinue, sever, cut off, abstain, interrupt, suppress, be beyond, without match, peerless, unparalleled"
../kanji_images/kanji_舌.png,舌,"tongue, reed, clapper"
../kanji_images/kanji_蝉.png,蝉,cicada
../kanji_images/kanji_仙.png,仙,"hermit, wizard, cent"
../kanji_images/kanji_先.png,先,"before, ahead, previous, future, precedence"
../kanji_images/kanji_千.png,千,thousand
../kanji_images/kanji_占.png,占,"fortune-telling, divining, forecasting, occupy, hold, have, get, take"
../kanji_images/kanji_宣.png,宣,"proclaim, say, announce"
../kanji_images/kanji_専.png,専,"specialty, exclusive, mainly, solely"
../kanji_images/kanji_尖.png,尖,"be pointed, sharp, taper, displeased, angry, edgy"
../kanji_images/kanji_川.png,川,"stream, river, river or three-stroke river radical (no. 47)"
../kanji_images/kanji_戦.png,戦,"war, battle, match"
../kanji_images/kanji_扇.png,扇,"fan, folding fan"
../kanji_images/kanji_撰.png,撰,"composing, editing, compiling, selecting"
../kanji_images/kanji_栓.png,栓,"plug, bolt, cork, bung, stopper"
../kanji_images/kanji_栴.png,栴,"maple tree, colorful autumn foliage"
../kanji_images/kanji_泉.png,泉,"spring, fountain"
../kanji_images/kanji_浅.png,浅,"shallow, superficial, frivolous, wretched, shameful"
../kanji_images/kanji_洗.png,洗,"wash, inquire into, probe"
../kanji_images/kanji_染.png,染,"dye, color, paint, stain, print"
../kanji_images/kanji_潜.png,潜,"submerge, conceal, hide, lower (voice), hush"
../kanji_images/kanji_煎.png,煎,"broil, parch, roast, boil"
../kanji_images/kanji_煽.png,煽,"fan, flap, instigate, agitate, bolster up, gulp down"
../kanji_images/kanji_旋.png,旋,"rotation, go around"
../kanji_images/kanji_穿.png,穿,"put on (to the feet), dig, pierce, drill"
../kanji_images/kanji_箭.png,箭,arrow
../kanji_images/kanji_線.png,線,"line, track"
../kanji_images/kanji_繊.png,繊,"slender, fine, thin kimono"
../kanji_images/kanji_羨.png,羨,"envious, be jealous, covet"
../kanji_images/kanji_腺.png,腺,"gland, (kokuji)"
../kanji_images/kanji_舛.png,舛,dancing radical (no. 136)
../kanji_images/kanji_船.png,船,"ship, boat"
../kanji_images/kanji_薦.png,薦,"recommend, mat, advise, encourage, offer"
../kanji_images/kanji_詮.png,詮,"discussion, methods called for, selection, result"
../kanji_images/kanji_賎.png,賎,"despise, low-life, poverty"
../kanji_images/kanji_践.png,践,"tread, step on, trample, practice, carry through"
../kanji_images/kanji_選.png,選,"elect, select, choose, prefer"
../kanji_images/kanji_遷.png,遷,"transition, move, change"
../kanji_images/kanji_銭.png,銭,"coin, .01 yen, money"
../kanji_images/kanji_銑.png,銑,pig iron
../kanji_images/kanji_閃.png,閃,"flash, brandish"
../kanji_images/kanji_鮮.png,鮮,"fresh, vivid, clear, brilliant, Korea"
../kanji_images/kanji_前.png,前,"in front, before"
../kanji_images/kanji_善.png,善,"virtuous, good, goodness"
../kanji_images/kanji_漸.png,漸,"steadily, gradually advancing, finally, barely"
../kanji_images/kanji_然.png,然,"sort of thing, so, if so, in that case, well"
../kanji_images/kanji_全.png,全,"whole, entire, all, complete, fulfill"
../kanji_images/kanji_禅.png,禅,"Zen, silent meditation"
../kanji_images/kanji_繕.png,繕,"darning, repair, mend, trim, tidy up, adjust"
../kanji_images/kanji_膳.png,膳,"small low table, tray"
../kanji_images/kanji_糎.png,糎,"centimeter, (kokuji)"
../kanji_images/kanji_噌.png,噌,boisterous
../kanji_images/kanji_塑.png,塑,"model, molding"
../kanji_images/kanji_岨.png,岨,a rocky mountain
../kanji_images/kanji_措.png,措,"set aside, give up, suspend, discontinue, lay aside, except"
../kanji_images/kanji_曾.png,曾,"once, before, formerly, ever, never, ex-"
../kanji_images/kanji_曽.png,曽,"formerly, once, before, ever, never, ex-"
../kanji_images/kanji_楚.png,楚,"whip, cane"
../kanji_images/kanji_狙.png,狙,"aim at, sight, shadow, stalk"
../kanji_images/kanji_疏.png,疏,"pass through, note, commentary, estrangement, sparseness, neglect, penetrate"
../kanji_images/kanji_疎.png,疎,"alienate, rough, neglect, shun, sparse, penetrate"
../kanji_images/kanji_礎.png,礎,"cornerstone, foundation stone"
../kanji_images/kanji_祖.png,祖,"ancestor, pioneer, founder"
../kanji_images/kanji_租.png,租,"tariff, crop tax, borrowing"
../kanji_images/kanji_粗.png,粗,"coarse, rough, rugged"
../kanji_images/kanji_素.png,素,"elementary, principle, naked, uncovered"
../kanji_images/kanji_組.png,組,"association, braid, plait, construct, assemble, unite, cooperate, grapple"
../kanji_images/kanji_蘇.png,蘇,"be resuscitated, revived, perilla, shiso"
../kanji_images/kanji_訴.png,訴,"accusation, sue, complain of pain, appeal to"
../kanji_images/kanji_阻.png,阻,"thwart, separate from, prevent, obstruct, deter, impede"
../kanji_images/kanji_遡.png,遡,"go upstream, retrace the past"
../kanji_images/kanji_鼠.png,鼠,"rat, mouse, dark gray"
../kanji_images/kanji_僧.png,僧,"Buddhist priest, monk"
../kanji_images/kanji_創.png,創,"genesis, wound, injury, hurt, start, originate"
../kanji_images/kanji_双.png,双,"pair, set, comparison, counter for pairs"
../kanji_images/kanji_叢.png,叢,"plexus, clump of bushes, thicket"
../kanji_images/kanji_倉.png,倉,"godown, warehouse, storehouse, cellar, treasury"
../kanji_images/kanji_喪.png,喪,"miss, mourning"
../kanji_images/kanji_壮.png,壮,"robust, manhood, prosperity"
../kanji_images/kanji_奏.png,奏,"play music, speak to a ruler, complete"
../kanji_images/kanji_爽.png,爽,"refreshing, bracing, resonant, sweet, clear"
../kanji_images/kanji_宋.png,宋,"dwell, Sung dynasty"
../kanji_images/kanji_層.png,層,"stratum, social class, layer, story, floor"
../kanji_images/kanji_匝.png,匝,go around
../kanji_images/kanji_惣.png,惣,all
../kanji_images/kanji_想.png,想,"idea, thought, conception, think"
../kanji_images/kanji_捜.png,捜,"search, look for, locate"
../kanji_images/kanji_掃.png,掃,"sweep, brush"
../kanji_images/kanji_挿.png,挿,"insert, put in, graft, wear (sword)"
../kanji_images/kanji_掻.png,掻,"scratch, rake, comb, paddle, behead"
../kanji_images/kanji_操.png,操,"maneuver, manipulate, operate, steer, chastity, virginity, fidelity"
../kanji_images/kanji_早.png,早,"early, fast"
../kanji_images/kanji_曹.png,曹,"office, official, comrade, fellow"
../kanji_images/kanji_巣.png,巣,"nest, rookery, hive, cobweb, den"
../kanji_images/kanji_槍.png,槍,"spear, lance, javelin"
../kanji_images/kanji_槽.png,槽,"vat, tub, tank"
../kanji_images/kanji_漕.png,漕,"rowing, scull, paddle"
../kanji_images/kanji_燥.png,燥,"parch, dry up"
../kanji_images/kanji_争.png,争,"contend, dispute, argue"
../kanji_images/kanji_痩.png,痩,get thin
../kanji_images/kanji_相.png,相,"inter-, mutual, together, each other, minister of state, councillor, aspect, phase, physiognomy"
../kanji_images/kanji_窓.png,窓,"window, pane"
../kanji_images/kanji_糟.png,糟,"dregs, sediment, grounds"
../kanji_images/kanji_総.png,総,"general, whole, all, full, total"
../kanji_images/kanji_綜.png,綜,"rule, synthesize"
../kanji_images/kanji_聡.png,聡,"wise, fast learner"
../kanji_images/kanji_草.png,草,"grass, weeds, herbs, pasture, write, draft"
../kanji_images/kanji_荘.png,荘,"villa, inn, cottage, feudal manor, solemn, dignified"
../kanji_images/kanji_葬.png,葬,"interment, bury, shelve"
../kanji_images/kanji_蒼.png,蒼,"blue, pale"
../kanji_images/kanji_藻.png,藻,"seaweed, duckweed"
../kanji_images/kanji_装.png,装,"attire, dress, pretend, disguise, profess"
../kanji_images/kanji_走.png,走,run
../kanji_images/kanji_送.png,送,"escort, send"
../kanji_images/kanji_遭.png,遭,"encounter, meet, party, association, interview, join"
../kanji_images/kanji_鎗.png,鎗,"spear, lance, javelin"
../kanji_images/kanji_霜.png,霜,frost
../kanji_images/kanji_騒.png,騒,"boisterous, make noise, clamor, disturb, excite"
../kanji_images/kanji_像.png,像,"statue, picture, image, figure, portrait"
../kanji_images/kanji_増.png,増,"increase, add, augment, gain, promote"
../kanji_images/kanji_憎.png,憎,"hate, detest"
../kanji_images/kanji_臓.png,臓,"entrails, viscera, bowels"
../kanji_images/kanji_蔵.png,蔵,"storehouse, hide, own, have, possess"
../kanji_images/kanji_贈.png,贈,"presents, send, give to, award to, confer on, presenting something"
../kanji_images/kanji_造.png,造,"create, make, structure, physique"
../kanji_images/kanji_促.png,促,"stimulate, urge, press, demand, incite"
../kanji_images/kanji_側.png,側,"side, lean, oppose, regret"
../kanji_images/kanji_則.png,則,"rule, law, follow, based on, model after"
../kanji_images/kanji_即.png,即,"instant, namely, as is, conform, agree, adapt"
../kanji_images/kanji_息.png,息,"breath, respiration, son, interest (on money), nuture, rest, coming to an end"
../kanji_images/kanji_捉.png,捉,"catch, capture"
../kanji_images/kanji_束.png,束,"bundle, sheaf, ream, tie in bundles, govern, manage, control"
../kanji_images/kanji_測.png,測,"fathom, plan, scheme, measure"
../kanji_images/kanji_足.png,足,"leg, foot, be sufficient, counter for pairs of footwear"
../kanji_images/kanji_速.png,速,"quick, fast"
../kanji_images/kanji_俗.png,俗,"vulgar, customs, manners, worldliness, mundane things"
../kanji_images/kanji_属.png,属,"belong, genus, subordinate official, affiliated"
../kanji_images/kanji_賊.png,賊,"burglar, rebel, traitor, robber"
../kanji_images/kanji_族.png,族,"tribe, family"
../kanji_images/kanji_続.png,続,"continue, series, sequel"
../kanji_images/kanji_卒.png,卒,"graduate, soldier, private, die"
../kanji_images/kanji_袖.png,袖,"sleeve, wing (building), extension, give cold shoulder"
../kanji_images/kanji_其.png,其,that
../kanji_images/kanji_揃.png,揃,"be complete, uniform, all present"
../kanji_images/kanji_存.png,存,"exist, suppose, be aware of, believe, feel"
../kanji_images/kanji_孫.png,孫,"grandchild, descendants"
../kanji_images/kanji_尊.png,尊,"revered, valuable, precious, noble, exalted"
../kanji_images/kanji_損.png,損,"damage, loss, disadvantage, hurt, injure"
../kanji_images/kanji_村.png,村,"village, town"
../kanji_images/kanji_遜.png,遜,"humble, modest"
../kanji_images/kanji_他.png,他,"other, another, the others"
../kanji_images/kanji_多.png,多,"many, frequent, much"
../kanji_images/kanji_太.png,太,"plump, thick, big around"
../kanji_images/kanji_汰.png,汰,"washing, sieving, filtering, weeding out, luxury"
../kanji_images/kanji_詑.png,詑,"deceive, delude"
../kanji_images/kanji_唾.png,唾,"saliva, sputum"
../kanji_images/kanji_堕.png,堕,"degenerate, descend to, lapse into"
../kanji_images/kanji_妥.png,妥,"gentle, peace, satisfactory, appropriate"
../kanji_images/kanji_惰.png,惰,"lazy, laziness"
../kanji_images/kanji_打.png,打,"strike, hit, knock, pound, dozen"
../kanji_images/kanji_柁.png,柁,"rudder, helm, wheel"
../kanji_images/kanji_舵.png,舵,"rudder, helm, wheel"
../kanji_images/kanji_楕.png,楕,ellipse
../kanji_images/kanji_陀.png,陀,steep
../kanji_images/kanji_駄.png,駄,"burdensome, pack horse, horse load, send by horse, trivial, worthless"
../kanji_images/kanji_騨.png,騨,dappled grey horse
../kanji_images/kanji_体.png,体,"body, substance, object, reality, counter for images"
../kanji_images/kanji_堆.png,堆,piled high
../kanji_images/kanji_対.png,対,"vis-a-vis, opposite, even, equal, versus, anti-, compare"
../kanji_images/kanji_耐.png,耐,"-proof, enduring"
../kanji_images/kanji_岱.png,岱,"old name for a Chinese mountain, Taishan"
../kanji_images/kanji_帯.png,帯,"sash, belt, obi, zone, region"
../kanji_images/kanji_待.png,待,"wait, depend on"
../kanji_images/kanji_怠.png,怠,"neglect, laziness"
../kanji_images/kanji_態.png,態,"attitude, condition, figure, appearance, voice (of verbs)"
../kanji_images/kanji_戴.png,戴,"be crowned with, live under (a ruler), receive"
../kanji_images/kanji_替.png,替,"exchange, spare, substitute, per-"
../kanji_images/kanji_泰.png,泰,"peaceful, calm, peace, easy, Thailand, extreme, excessive, great"
../kanji_images/kanji_滞.png,滞,"stagnate, be delayed, overdue, arrears"
../kanji_images/kanji_胎.png,胎,"womb, uterus"
../kanji_images/kanji_腿.png,腿,"thigh, femur"
../kanji_images/kanji_苔.png,苔,"moss, lichen"
../kanji_images/kanji_袋.png,袋,"sack, bag, pouch"
../kanji_images/kanji_貸.png,貸,lend
../kanji_images/kanji_退.png,退,"retreat, withdraw, retire, resign, repel, expel, reject"
../kanji_images/kanji_逮.png,逮,"apprehend, chase"
../kanji_images/kanji_隊.png,隊,"regiment, party, company, squad"
../kanji_images/kanji_黛.png,黛,blackened eyebrows
../kanji_images/kanji_鯛.png,鯛,"sea bream, red snapper"
../kanji_images/kanji_代.png,代,"substitute, change, convert, replace, period, age, counter for decades of ages, eras, etc., generation, charge, rate, fee"
../kanji_images/kanji_台.png,台,"pedestal, a stand, counter for machines and vehicles"
../kanji_images/kanji_大.png,大,"large, big"
../kanji_images/kanji_第.png,第,"No., residence"
../kanji_images/kanji_醍.png,醍,"whey, good Buddhist teaching"
../kanji_images/kanji_題.png,題,"topic, subject"
../kanji_images/kanji_鷹.png,鷹,hawk
../kanji_images/kanji_滝.png,滝,"waterfall, rapids, cascade"
../kanji_images/kanji_瀧.png,瀧,"waterfall, rapids, cascade"
../kanji_images/kanji_卓.png,卓,"eminent, table, desk, high"
../kanji_images/kanji_啄.png,啄,"peck, pick up"
../kanji_images/kanji_宅.png,宅,"home, house, residence, our house, my husband"
../kanji_images/kanji_托.png,托,"requesting, entrusting with, pretend, hint"
../kanji_images/kanji_択.png,択,"choose, select, elect, prefer"
../kanji_images/kanji_拓.png,拓,"clear (the land), open, break up (land)"
../kanji_images/kanji_沢.png,沢,"swamp, marsh, brilliance, grace"
../kanji_images/kanji_濯.png,濯,"laundry, wash, pour on, rinse"
../kanji_images/kanji_琢.png,琢,polish
../kanji_images/kanji_託.png,託,"consign, requesting, entrusting with, pretend, hint"
../kanji_images/kanji_鐸.png,鐸,large hand bell
../kanji_images/kanji_濁.png,濁,"voiced, uncleanness, wrong, nigori, impurity"
../kanji_images/kanji_諾.png,諾,"consent, assent, agreement"
../kanji_images/kanji_茸.png,茸,mushroom
../kanji_images/kanji_凧.png,凧,"kite, (kokuji)"
../kanji_images/kanji_蛸.png,蛸,octopus
../kanji_images/kanji_只.png,只,"only, free, in addition"
../kanji_images/kanji_叩.png,叩,"strike, beat, kow tow, hit, thrash, criticize"
../kanji_images/kanji_但.png,但,"however, but"
../kanji_images/kanji_達.png,達,"accomplished, reach, arrive, attain"
../kanji_images/kanji_辰.png,辰,"sign of the dragon, 7-9AM, fifth sign of Chinese zodiac, shin dragon radical (no. 161)"
